ts_code,name,symbol
600663.SH,陆家嘴,600663
600664.SH,哈药股份,600664
600665.SH,天地源,600665
600666.SH,奥瑞德,600666
600667.SH,太极实业,600667
600668.SH,尖峰集团,600668
600671.SH,天目药业,600671
600673.SH,东阳光,600673
600674.SH,川投能源,600674
600675.SH,中华企业,600675
600676.SH,交运股份,600676
600678.SH,四川金顶,600678
600679.SH,上海凤凰,600679
600681.SH,百川能源,600681
600682.SH,南京新百,600682
600683.SH,京投发展,600683
600684.SH,珠江股份,600684
600685.SH,中船防务,600685
600686.SH,金龙汽车,600686
600688.SH,上海石化,600688
600689.SH,上海三毛,600689
600690.SH,海尔智家,600690
600691.SH,潞化科技,600691
600692.SH,亚通股份,600692
600693.SH,东百集团,600693
600694.SH,大商股份,600694
600696.SH,*ST岩石,600696
600697.SH,欧亚集团,600697
600698.SH,湖南天雁,600698
600699.SH,均胜电子,600699
600702.SH,舍得酒业,600702
600703.SH,三安光电,600703
600704.SH,物产中大,600704
600706.SH,曲江文旅,600706
600707.SH,彩虹股份,600707
600708.SH,光明地产,600708
600710.SH,苏美达,600710
600711.SH,盛屯矿业,600711
600712.SH,南宁百货,600712
600713.SH,南京医药,600713
600714.SH,金瑞矿业,600714
600715.SH,文投控股,600715
600716.SH,凤凰股份,600716
600717.SH,天津港,600717
600718.SH,东软集团,600718
600719.SH,大连热电,600719
600720.SH,中交设计,600720
600721.SH,百花医药,600721
600722.SH,金牛化工,600722
600724.SH,宁波富达,600724
600725.SH,云维股份,600725
600726.SH,华电能源,600726
600727.SH,鲁北化工,600727
600728.SH,佳都科技,600728
600729.SH,重庆百货,600729
600730.SH,中国高科,600730
600731.SH,湖南海利,600731
600732.SH,爱旭股份,600732
600733.SH,北汽蓝谷,600733
600734.SH,实达集团,600734
600735.SH,ST新华锦,600735
600736.SH,苏州高新,600736
600737.SH,中粮糖业,600737
600738.SH,丽尚国潮,600738
600739.SH,辽宁成大,600739
600740.SH,山西焦化,600740
600741.SH,华域汽车,600741
600742.SH,富维股份,600742
600743.SH,华远控股,600743
600744.SH,华银电力,600744
600745.SH,闻泰科技,600745
600746.SH,江苏索普,600746
600748.SH,上实发展,600748
600749.SH,西藏旅游,600749
600750.SH,华润江中,600750
600751.SH,海航科技,600751
600753.SH,*ST海钦,600753
600754.SH,锦江酒店,600754
600755.SH,厦门国贸,600755
600756.SH,浪潮软件,600756
600757.SH,长江传媒,600757
600758.SH,辽宁能源,600758
600759.SH,洲际油气,600759
600760.SH,中航沈飞,600760
600761.SH,安徽合力,600761
600763.SH,通策医疗,600763
600764.SH,中国海防,600764
600765.SH,中航重机,600765
600768.SH,宁波富邦,600768
600769.SH,祥龙电业,600769
600770.SH,综艺股份,600770
600771.SH,广誉远,600771
600773.SH,西藏城投,600773
600774.SH,汉商集团,600774
600775.SH,南京熊猫,600775
600776.SH,东方通信,600776
600777.SH,*ST新潮,600777
600778.SH,友好集团,600778
600779.SH,水井坊,600779
600780.SH,通宝能源,600780
600782.SH,新钢股份,600782
600783.SH,鲁信创投,600783
600784.SH,鲁银投资,600784
600785.SH,新华百货,600785
600787.SH,中储股份,600787
600789.SH,鲁抗医药,600789
600790.SH,轻纺城,600790
600791.SH,京能置业,600791
600792.SH,云煤能源,600792
600793.SH,宜宾纸业,600793
600794.SH,保税科技,600794
600795.SH,国电电力,600795
600796.SH,钱江生化,600796
600797.SH,浙大网新,600797
600798.SH,宁波海运,600798
600800.SH,渤海化学,600800
600801.SH,华新建材,600801
600802.SH,福建水泥,600802
600803.SH,新奥股份,600803
600805.SH,悦达投资,600805
600807.SH,济高发展,600807
600808.SH,马钢股份,600808
600809.SH,山西汾酒,600809
600810.SH,神马股份,600810
600812.SH,华北制药,600812
600814.SH,杭州解百,600814
600815.SH,厦工股份,600815
600816.SH,建元信托,600816
600817.SH,宇通重工,600817
600818.SH,中路股份,600818
600819.SH,耀皮玻璃,600819
600820.SH,隧道股份,600820
600821.SH,金开新能,600821
600822.SH,上海物贸,600822
600824.SH,益民集团,600824
600825.SH,新华传媒,600825
600826.SH,兰生股份,600826
600827.SH,百联股份,600827
600828.SH,茂业商业,600828
600829.SH,人民同泰,600829
600830.SH,香溢融通,600830
600831.SH,广电网络,600831
600833.SH,第一医药,600833
600834.SH,申通地铁,600834
600835.SH,上海机电,600835
600838.SH,上海九百,600838
600839.SH,四川长虹,600839
600841.SH,动力新科,600841
600843.SH,上工申贝,600843
600844.SH,金煤科技,600844
600845.SH,宝信软件,600845
600846.SH,同济科技,600846
600847.SH,万里股份,600847
600848.SH,上海临港,600848
601607.SH,上海医药,601607
600850.SH,电科数字,600850
600851.SH,海欣股份,600851
600853.SH,龙建股份,600853
600854.SH,春兰股份,600854
600855.SH,航天长峰,600855
600857.SH,宁波中百,600857
600858.SH,银座股份,600858
600859.SH,王府井,600859
600860.SH,京城股份,600860
600861.SH,北京人力,600861
600862.SH,中航高科,600862
600863.SH,华能蒙电,600863
600864.SH,哈投股份,600864
600865.SH,百大集团,600865
600866.SH,星湖科技,600866
600867.SH,通化东宝,600867
600868.SH,梅雁吉祥,600868
600869.SH,远东股份,600869
600871.SH,石化油服,600871
600872.SH,中炬高新,600872
600873.SH,梅花生物,600873
600874.SH,创业环保,600874
600875.SH,东方电气,600875
600876.SH,凯盛新能,600876
600877.SH,电科芯片,600877
600879.SH,航天电子,600879
600880.SH,博瑞传播,600880
600881.SH,亚泰集团,600881
600882.SH,妙可蓝多,600882
600883.SH,博闻科技,600883
600884.SH,杉杉股份,600884
600885.SH,宏发股份,600885
600886.SH,国投电力,600886
600887.SH,伊利股份,600887
600888.SH,新疆众和,600888
600889.SH,南京化纤,600889
600892.SH,*ST大晟,600892
600893.SH,航发动力,600893
600894.SH,广日股份,600894
600895.SH,张江高科,600895
600897.SH,厦门空港,600897
600900.SH,长江电力,600900
600960.SH,渤海汽车,600960
600963.SH,岳阳林纸,600963
600966.SH,博汇纸业,600966
600967.SH,内蒙一机,600967
600969.SH,郴电国际,600969
600975.SH,新五丰,600975
600976.SH,健民集团,600976
600980.SH,北矿科技,600980
600985.SH,淮北矿业,600985
600986.SH,浙文互联,600986
600988.SH,赤峰黄金,600988
600990.SH,四创电子,600990
600992.SH,贵绳股份,600992
600993.SH,马应龙,600993
600995.SH,南网储能,600995
600997.SH,开滦股份,600997
002017.SZ,东信和平,002017
002003.SZ,伟星股份,002003
002004.SZ,华邦健康,002004
002005.SZ,ST德豪,002005
002006.SZ,精工科技,002006
002007.SZ,华兰生物,002007
002008.SZ,大族激光,002008
002009.SZ,天奇股份,002009
002010.SZ,传化智联,002010
002011.SZ,盾安环境,002011
002012.SZ,凯恩股份,002012
002014.SZ,永新股份,002014
002015.SZ,协鑫能科,002015
002016.SZ,世荣兆业,002016
002019.SZ,亿帆医药,002019
002020.SZ,京新药业,002020
002021.SZ,中捷资源,002021
002022.SZ,科华生物,002022
002023.SZ,海特高新,002023
002024.SZ,ST易购,002024
002025.SZ,航天电器,002025
002026.SZ,山东威达,002026
002027.SZ,分众传媒,002027
002028.SZ,思源电气,002028
002029.SZ,七匹狼,002029
002030.SZ,达安基因,002030
002031.SZ,巨轮智能,002031
002032.SZ,苏泊尔,002032
002033.SZ,丽江股份,002033
002034.SZ,旺能环境,002034
002035.SZ,华帝股份,002035
002036.SZ,联创电子,002036
002037.SZ,保利联合,002037
002038.SZ,双鹭药业,002038
600022.SH,山东钢铁,600022
600143.SH,金发科技,600143
600482.SH,中国动力,600482
600961.SH,株冶集团,600961
600962.SH,国投中鲁,600962
600965.SH,福成股份,600965
600971.SH,恒源煤电,600971
600973.SH,宝胜股份,600973
600979.SH,广安爱众,600979
600981.SH,苏豪汇鸿,600981
600982.SH,宁波能源,600982
600983.SH,惠而浦,600983
600984.SH,建设机械,600984
600987.SH,航民股份,600987
600027.SH,华电国际,600027
002039.SZ,黔源电力,002039
002040.SZ,南京港,002040
600970.SH,中材国际,600970
002041.SZ,登海种业,002041
002042.SZ,华孚时尚,002042
002043.SZ,兔宝宝,002043
002044.SZ,美年健康,002044
002045.SZ,国光电器,002045
002046.SZ,国机精工,002046
002047.SZ,*ST宝鹰,002047
002048.SZ,宁波华翔,002048
002049.SZ,紫光国微,002049
002050.SZ,三花智控,002050
300150.SZ,世纪瑞尔,300150
002051.SZ,中工国际,002051
002052.SZ,同洲电子,002052
002053.SZ,云南能投,002053
601001.SH,晋控煤业,601001
601988.SH,中国银行,601988
002054.SZ,德美化工,002054
002055.SZ,ST得润,002055
002056.SZ,横店东磁,002056
600048.SH,保利发展,600048
002057.SZ,中钢天源,002057
002058.SZ,*ST威尔,002058
002059.SZ,云南旅游,002059
601006.SH,大秦铁路,601006
002060.SZ,广东建工,002060
002061.SZ,浙江交科,002061
002062.SZ,宏润建设,002062
002063.SZ,远光软件,002063
002064.SZ,华峰化学,002064
002065.SZ,东华软件,002065
002066.SZ,瑞泰科技,002066
601111.SH,中国国航,601111
002067.SZ,景兴纸业,002067
002068.SZ,黑猫股份,002068
300016.SZ,北陆药业,300016
300271.SZ,华宇软件,300271
601699.SH,潞安环能,601699
002069.SZ,獐子岛,002069
002279.SZ,久其软件,002279
002072.SZ,凯瑞德,002072
601588.SH,北辰实业,601588
002073.SZ,软控股份,002073
600017.SH,日照港,600017
002074.SZ,国轩高科,002074
002075.SZ,沙钢股份,002075
002076.SZ,*ST星光,002076
601398.SH,工商银行,601398
002079.SZ,苏州固锝,002079
002078.SZ,太阳纸业,002078
002077.SZ,大港股份,002077
600018.SH,上港集团,600018
002080.SZ,中材科技,002080
002081.SZ,金螳螂,002081
002082.SZ,万邦德,002082
601666.SH,平煤股份,601666
002083.SZ,孚日股份,002083
002084.SZ,海鸥住工,002084
002085.SZ,万丰奥威,002085
002086.SZ,东方海洋,002086
002088.SZ,鲁阳节能,002088
601872.SH,招商轮船,601872
002090.SZ,金智科技,002090
002091.SZ,江苏国泰,002091
002092.SZ,中泰化学,002092
601991.SH,大唐发电,601991
002095.SZ,生意宝,002095
002094.SZ,青岛金王,002094
002093.SZ,国脉科技,002093
002102.SZ,能特科技,002102
002101.SZ,广东鸿图,002101
002099.SZ,海翔药业,002099
002100.SZ,天康生物,002100
002097.SZ,山河智能,002097
002096.SZ,易普力,002096
002098.SZ,浔兴股份,002098
002103.SZ,广博股份,002103
002105.SZ,信隆健康,002105
601333.SH,广深铁路,601333
002104.SZ,恒宝股份,002104
002110.SZ,三钢闽光,002110
002108.SZ,沧州明珠,002108
002106.SZ,莱宝高科,002106
002109.SZ,兴化股份,002109
601002.SH,晋亿实业,601002
601628.SH,中国人寿,601628
002107.SZ,沃华医药,002107
002111.SZ,威海广泰,002111
002121.SZ,科陆电子,002121
002112.SZ,三变科技,002112
002114.SZ,罗平锌电,002114
002115.SZ,三维通信,002115
002120.SZ,韵达股份,002120
002116.SZ,中国海诚,002116
002117.SZ,东港股份,002117
601166.SH,兴业银行,601166
002119.SZ,康强电子,002119
601003.SH,柳钢股份,601003
002124.SZ,天邦食品,002124
601005.SH,重庆钢铁,601005
601318.SH,中国平安,601318
002123.SZ,梦网科技,002123
601007.SH,金陵饭店,601007
002125.SZ,湘潭电化,002125
300318.SZ,博晖创新,300318
002122.SZ,ST汇洲,002122
002126.SZ,银轮股份,002126
601008.SH,连云港,601008
002130.SZ,沃尔核材,002130
002129.SZ,TCL中环,002129
002127.SZ,南极电商,002127
002131.SZ,利欧股份,002131
002132.SZ,恒星科技,002132
002134.SZ,天津普林,002134
002135.SZ,东南网架,002135
002136.SZ,安纳达,002136
002133.SZ,广宇集团,002133
000338.SZ,潍柴动力,000338
002128.SZ,电投能源,002128
601998.SH,中信银行,601998
002139.SZ,拓邦股份,002139
601328.SH,交通银行,601328
601600.SH,中国铝业,601600
002137.SZ,实益达,002137
002138.SZ,顺络电子,002138
002170.SZ,芭田股份,002170
002140.SZ,东华科技,002140
601919.SH,中远海控,601919
601168.SH,西部矿业,601168
002144.SZ,宏达高科,002144
002141.SZ,贤丰控股,002141
002142.SZ,宁波银行,002142
601009.SH,南京银行,601009
002153.SZ,石基信息,002153
002146.SZ,荣盛发展,002146
002159.SZ,三特索道,002159
002148.SZ,北纬科技,002148
002150.SZ,正泰电源,002150
002152.SZ,广电运通,002152
002149.SZ,西部材料,002149
002157.SZ,正邦科技,002157
002155.SZ,湖南黄金,002155
002151.SZ,北斗星通,002151
002156.SZ,通富微电,002156
002145.SZ,钛能化学,002145
002158.SZ,汉钟精机,002158
002168.SZ,*ST惠程,002168
002160.SZ,常铝股份,002160
002161.SZ,远望谷,002161
002254.SZ,泰和新材,002254
002154.SZ,报喜鸟,002154
002164.SZ,宁波东力,002164
002162.SZ,悦心健康,002162
002163.SZ,海南发展,002163
002169.SZ,智光电气,002169
002167.SZ,东方锆业,002167
002175.SZ,东方智造,002175
002171.SZ,楚江新材,002171
002165.SZ,红宝丽,002165
002192.SZ,融捷股份,002192
002166.SZ,莱茵生物,002166
002172.SZ,澳洋健康,002172
002174.SZ,游族网络,002174
601169.SH,北京银行,601169
002173.SZ,创新医疗,002173
002176.SZ,江特电机,002176
002179.SZ,中航光电,002179
002177.SZ,御银股份,002177
002180.SZ,纳思达,002180
601939.SH,建设银行,601939
002178.SZ,延华智能,002178
601808.SH,中海油服,601808
300477.SZ,ST合纵,300477
002183.SZ,怡亚通,002183
002185.SZ,华天科技,002185
002182.SZ,宝武镁业,002182
002184.SZ,海得控制,002184
601088.SH,中国神华,601088
002189.SZ,中光学,002189
601857.SH,中国石油,601857
002188.SZ,中天服务,002188
002187.SZ,广百股份,002187
002186.SZ,全聚德,002186
002196.SZ,方正电机,002196
002208.SZ,合肥城建,002208
002193.SZ,如意集团,002193
002190.SZ,成飞集成,002190
002191.SZ,劲嘉股份,002191
002194.SZ,武汉凡谷,002194
002195.SZ,岩山科技,002195
300213.SZ,佳讯飞鸿,300213
002200.SZ,*ST交投,002200
002199.SZ,*ST东晶,002199
002198.SZ,嘉应制药,002198
601390.SH,中国中铁,601390
601918.SH,新集能源,601918
002197.SZ,证通电子,002197
002201.SZ,九鼎新材,002201
002203.SZ,海亮股份,002203
601999.SH,出版传媒,601999
002202.SZ,金风科技,002202
601866.SH,中远海发,601866
002204.SZ,大连重工,002204
002205.SZ,国统股份,002205
601601.SH,中国太保,601601
002207.SZ,准油股份,002207
002206.SZ,海利得,002206
002209.SZ,达意隆,002209
002210.SZ,飞马国际,002210
002211.SZ,ST宏达,002211
002213.SZ,大为股份,002213
601099.SH,太平洋,601099
002212.SZ,天融信,002212
002216.SZ,三全食品,002216
601899.SH,紫金矿业,601899
002215.SZ,诺普信,002215
002214.SZ,*ST大立,002214
002226.SZ,江南化工,002226
002217.SZ,合力泰,002217
002218.SZ,拓日新能,002218
002222.SZ,福晶科技,002222
601898.SH,中煤能源,601898
002221.SZ,东华能源,002221
002224.SZ,三力士,002224
002219.SZ,新里程,002219
601958.SH,金钼股份,601958
601186.SH,中国铁建,601186
002223.SZ,鱼跃医疗,002223
002225.SZ,濮耐股份,002225
002228.SZ,合兴包装,002228
002227.SZ,奥特迅,002227
002244.SZ,滨江集团,002244
002230.SZ,科大讯飞,002230
002237.SZ,恒邦股份,002237
002235.SZ,安妮股份,002235
002232.SZ,启明信息,002232
002249.SZ,大洋电机,002249
002229.SZ,鸿博股份,002229
002253.SZ,*ST智胜,002253
002234.SZ,民和股份,002234
002246.SZ,北化股份,002246
002233.SZ,塔牌集团,002233
002243.SZ,力合科创,002243
002236.SZ,大华股份,002236
002265.SZ,建设工业,002265
002252.SZ,上海莱士,002252
002240.SZ,盛新锂能,002240
002247.SZ,聚力文化,002247
002239.SZ,奥特佳,002239
002238.SZ,天威视讯,002238
002242.SZ,九阳股份,002242
002245.SZ,蔚蓝锂芯,002245
002241.SZ,歌尔股份,002241
002248.SZ,华东数控,002248
002263.SZ,大东南,002263
002274.SZ,华昌化工,002274
002251.SZ,步步高,002251
002256.SZ,兆新股份,002256
002261.SZ,拓维信息,002261
002255.SZ,海陆重工,002255
002259.SZ,升达林业,002259
002262.SZ,恩华药业,002262
002264.SZ,新华都,002264
002258.SZ,利尔化学,002258
002250.SZ,联化科技,002250
601668.SH,中国建筑,601668
002267.SZ,陕天然气,002267
002268.SZ,电科网安,002268
002271.SZ,东方雨虹,002271
002269.SZ,美邦服饰,002269
002270.SZ,华明装备,002270
002272.SZ,川润股份,002272
002266.SZ,浙富控股,002266
002275.SZ,桂林三金,002275
002273.SZ,水晶光电,002273
002396.SZ,星网锐捷,002396
601107.SH,四川成渝,601107
601766.SH,中国中车,601766
601788.SH,光大证券,601788
002276.SZ,万马股份,002276
002282.SZ,博深股份,002282
002284.SZ,亚太股份,002284
002283.SZ,天润工业,002283
002362.SZ,汉王科技,002362
002277.SZ,友阿股份,002277
601727.SH,上海电气,601727
002278.SZ,神开股份,002278
002461.SZ,珠江啤酒,002461
002285.SZ,世联行,002285
002281.SZ,光迅科技,002281
002287.SZ,奇正藏药,002287
002286.SZ,保龄宝,002286
002289.SZ,*ST宇顺,002289
300370.SZ,安控科技,300370
002290.SZ,禾盛新材,002290
002296.SZ,辉煌科技,002296
002295.SZ,精艺股份,002295
002291.SZ,遥望科技,002291
002300.SZ,太阳电缆,002300
002292.SZ,奥飞娱乐,002292
002293.SZ,罗莱生活,002293
002294.SZ,信立泰,002294
600999.SH,招商证券,600999
002297.SZ,博云新材,002297
300002.SZ,神州泰岳,300002
002599.SZ,盛通股份,002599
601126.SH,四方股份,601126
601633.SH,长城汽车,601633
002467.SZ,二六三,002467
002446.SZ,盛路通信,002446
002448.SZ,中原内配,002448
002438.SZ,江苏神通,002438
002490.SZ,山东墨龙,002490
002419.SZ,天虹股份,002419
300445.SZ,康斯特,300445
300353.SZ,东土科技,300353
300444.SZ,双杰电气,300444
002298.SZ,中电鑫龙,002298
002506.SZ,协鑫集成,002506
601888.SH,中国中免,601888
002299.SZ,圣农发展,002299
002301.SZ,齐心集团,002301
002489.SZ,浙江永强,002489
002304.SZ,洋河股份,002304
002306.SZ,*ST云网,002306
002365.SZ,永安药业,002365
002302.SZ,西部建设,002302
002307.SZ,北新路桥,002307
002350.SZ,北京科锐,002350
002315.SZ,焦点科技,002315
002305.SZ,*ST南置,002305
002303.SZ,美盈森,002303
002756.SZ,永兴材料,002756
002310.SZ,东方新能,002310
601139.SH,深圳燃气,601139
002309.SZ,中利集团,002309
002311.SZ,海大集团,002311
002312.SZ,川发龙蟒,002312
002523.SZ,天桥起重,002523
601618.SH,中国中冶,601618
002313.SZ,日海智能,002313
002314.SZ,南山控股,002314
002316.SZ,亚联发展,002316
002356.SZ,赫美集团,002356
601117.SH,中国化学,601117
002318.SZ,久立特材,002318
002327.SZ,富安娜,002327
002317.SZ,众生药业,002317
002319.SZ,乐通股份,002319
002474.SZ,榕基软件,002474
002321.SZ,华英农业,002321
300010.SZ,豆神教育,300010
300001.SZ,特锐德,300001
002331.SZ,皖通科技,002331
300004.SZ,南风股份,300004
300008.SZ,天海防务,300008
300003.SZ,乐普医疗,300003
300006.SZ,莱美药业,300006
300007.SZ,汉威科技,300007
300014.SZ,亿纬锂能,300014
300009.SZ,安科生物,300009
300011.SZ,鼎汉技术,300011
300005.SZ,探路者,300005
300013.SZ,新宁物流,300013
601801.SH,皖新传媒,601801
002328.SZ,新朋股份,002328
300012.SZ,华测检测,300012
300018.SZ,中元股份,300018
300071.SZ,福石控股,300071
300017.SZ,网宿科技,300017
300015.SZ,爱尔眼科,300015
300019.SZ,硅宝科技,300019
300020.SZ,ST银江,300020
300022.SZ,吉峰科技,300022
300024.SZ,机器人,300024
300021.SZ,大禹节水,300021
300033.SZ,同花顺,300033
002320.SZ,海峡股份,002320
601877.SH,正泰电器,601877
300027.SZ,华谊兄弟,300027
300026.SZ,红日药业,300026
300025.SZ,华星创业,300025
002324.SZ,普利特,002324
002322.SZ,理工能科,002322
002323.SZ,雅博股份,002323
002326.SZ,永太科技,002326
002330.SZ,得利斯,002330
002329.SZ,皇氏集团,002329
002333.SZ,罗普斯金,002333
002332.SZ,仙琚制药,002332
002334.SZ,英威腾,002334
002337.SZ,赛象科技,002337
002335.SZ,科华数据,002335
002338.SZ,奥普光电,002338
002340.SZ,格林美,002340
002561.SZ,徐家汇,002561
002339.SZ,积成电子,002339
002344.SZ,海宁皮城,002344
300031.SZ,宝通科技,300031
300139.SZ,晓程科技,300139
002342.SZ,巨力索具,002342
002538.SZ,ST司特,002538
002343.SZ,慈文传媒,002343
002345.SZ,潮宏基,002345
002346.SZ,柘中股份,002346
002347.SZ,泰尔股份,002347
002348.SZ,高乐股份,002348
002381.SZ,双箭股份,002381
300034.SZ,钢研高纳,300034
300032.SZ,金龙机电,300032
002349.SZ,精华制药,002349
601678.SH,滨化股份,601678
002351.SZ,漫步者,002351
002352.SZ,顺丰控股,002352
002591.SZ,恒大高新,002591
002355.SZ,兴民智通,002355
002353.SZ,杰瑞股份,002353
300029.SZ,*ST天龙,300029
002354.SZ,天娱数科,002354
300035.SZ,中科电气,300035
300247.SZ,融捷健康,300247
300036.SZ,超图软件,300036
300030.SZ,阳普医疗,300030
002358.SZ,森源电气,002358
002549.SZ,凯美特气,002549
300041.SZ,回天新材,300041
300037.SZ,新宙邦,300037
002357.SZ,富临运业,002357
002455.SZ,百川股份,002455
002370.SZ,亚太药业,002370
002375.SZ,亚厦股份,002375
601688.SH,华泰证券,601688
002369.SZ,卓翼科技,002369
300040.SZ,九洲集团,300040
601058.SH,赛轮轮胎,601058
002360.SZ,同德化工,002360
002364.SZ,中恒电气,002364
300039.SZ,上海凯宝,300039
002367.SZ,康力电梯,002367
002366.SZ,融发核电,002366
601179.SH,中国西电,601179
002361.SZ,神剑股份,002361
002368.SZ,太极股份,002368
002374.SZ,中锐股份,002374
300042.SZ,朗科科技,300042
300045.SZ,华力创通,300045
300049.SZ,福瑞医科,300049
300047.SZ,天源迪科,300047
002371.SZ,北方华创,002371
300048.SZ,合康新能,300048
002373.SZ,千方科技,002373
002380.SZ,科远智慧,002380
002566.SZ,益盛药业,002566
002372.SZ,伟星新材,002372
002376.SZ,新北洋,002376
002397.SZ,梦洁股份,002397
601106.SH,中国一重,601106
002378.SZ,章源钨业,002378
300050.SZ,世纪鼎利,300050
300044.SZ,ST赛为,300044
300046.SZ,台基股份,300046
300043.SZ,星辉娱乐,300043
603199.SH,九华旅游,603199
002383.SZ,合众思壮,002383
002363.SZ,隆基机械,002363
002379.SZ,宏桥控股,002379
002382.SZ,蓝帆医疗,002382
002421.SZ,达实智能,002421
300277.SZ,汽轮科技,300277
300051.SZ,琏升科技,300051
002392.SZ,北京利尔,002392
002630.SZ,ST华西,002630
002385.SZ,大北农,002385
002384.SZ,东山精密,002384
002386.SZ,天原股份,002386
002377.SZ,国创高新,002377
300052.SZ,ST中青宝,300052
300054.SZ,鼎龙股份,300054
300264.SZ,佳创视讯,300264
002394.SZ,联发股份,002394
002393.SZ,力生制药,002393
601158.SH,重庆水务,601158
002388.SZ,新亚制程,002388
300053.SZ,航宇微,300053
300057.SZ,万顺新材,300057
300055.SZ,万邦达,300055
300056.SZ,中创环保,300056
300058.SZ,蓝色光标,300058
002407.SZ,多氟多,002407
002387.SZ,维信诺,002387
002395.SZ,双象股份,002395
002389.SZ,航天彩虹,002389
002398.SZ,垒知集团,002398
002390.SZ,信邦制药,002390
002391.SZ,长青股份,002391
601101.SH,昊华能源,601101
002399.SZ,海普瑞,002399
002410.SZ,广联达,002410
002408.SZ,齐翔腾达,002408
002401.SZ,中远海科,002401
002400.SZ,省广集团,002400
002404.SZ,嘉欣丝绸,002404
002406.SZ,远东传动,002406
300059.SZ,东方财富,300059
002808.SZ,*ST恒久,002808
002405.SZ,四维图新,002405
002403.SZ,爱仕达,002403
002402.SZ,和而泰,002402
002409.SZ,雅克科技,002409
002412.SZ,汉森制药,002412
601010.SH,文峰股份,601010
300061.SZ,旗天科技,300061
002416.SZ,爱施德,002416
002415.SZ,海康威视,002415
002414.SZ,高德红外,002414
002413.SZ,雷科防务,002413
300098.SZ,高新兴,300098
300062.SZ,中能电气,300062
300087.SZ,荃银高科,300087
300066.SZ,三川智慧,300066
002425.SZ,凯撒文化,002425
300063.SZ,天龙集团,300063
300065.SZ,海兰信,300065
300068.SZ,南都电源,300068
002418.SZ,康盛股份,002418
002420.SZ,毅昌科技,002420
601369.SH,陕鼓动力,601369
002422.SZ,科伦药业,002422
002423.SZ,中粮资本,002423
002428.SZ,云南锗业,002428
002442.SZ,龙星科技,002442
002424.SZ,ST百灵,002424
002426.SZ,胜利精密,002426
002427.SZ,尤夫股份,002427
002431.SZ,棕榈股份,002431
002456.SZ,欧菲光,002456
601188.SH,龙江交通,601188
601518.SH,吉林高速,601518
002644.SZ,佛慈制药,002644
002430.SZ,杭氧股份,002430
002459.SZ,晶澳科技,002459
300073.SZ,当升科技,300073
300070.SZ,碧水源,300070
002432.SZ,九安医疗,002432
002429.SZ,兆驰股份,002429
002434.SZ,万里扬,002434
002436.SZ,兴森科技,002436
300076.SZ,GQY视讯,300076
300072.SZ,海新能科,300072
300105.SZ,龙源技术,300105
300069.SZ,金利华电,300069
300067.SZ,安诺其,300067
002440.SZ,闰土股份,002440
002437.SZ,誉衡药业,002437
002443.SZ,金洲管道,002443
002622.SZ,皓宸医疗,002622
300080.SZ,易成新能,300080
300075.SZ,数字政通,300075
002613.SZ,北玻股份,002613
300078.SZ,思创智联,300078
300074.SZ,华平股份,300074
300079.SZ,数码视讯,300079
300083.SZ,创世纪,300083
002439.SZ,启明星辰,002439
603002.SH,宏昌电子,603002
601012.SH,隆基绿能,601012
300077.SZ,国民技术,300077
300082.SZ,奥克股份,300082
002469.SZ,三维化学,002469
002441.SZ,众业达,002441
300235.SZ,方直科技,300235
300084.SZ,海默科技,300084
002444.SZ,巨星科技,002444
002492.SZ,恒基达鑫,002492
002466.SZ,天齐锂业,002466
002445.SZ,中南文化,002445
300238.SZ,冠昊生物,300238
300086.SZ,康芝药业,300086
300101.SZ,振芯科技,300101
601118.SH,海南橡胶,601118
002449.SZ,国星光电,002449
300091.SZ,*ST金灵,300091
300081.SZ,恒信东方,300081
002458.SZ,益生股份,002458
002451.SZ,摩恩电气,002451
300272.SZ,开能健康,300272
300088.SZ,长信科技,300088
300096.SZ,ST易联众,300096
002457.SZ,青龙管业,002457
002529.SZ,*ST海源,002529
601000.SH,唐山港,601000
002452.SZ,长高电新,002452
002454.SZ,松芝股份,002454
002453.SZ,华软科技,002453
002460.SZ,赣锋锂业,002460
300085.SZ,银之杰,300085
601717.SH,中创智领,601717
300179.SZ,四方达,300179
300097.SZ,智云股份,300097
002463.SZ,沪电股份,002463
002462.SZ,嘉事堂,002462
300099.SZ,尤洛卡,300099
300093.SZ,*ST金刚,300093
601718.SH,际华集团,601718
300253.SZ,卫宁健康,300253
300094.SZ,国联水产,300094
300124.SZ,汇川技术,300124
300152.SZ,ST新动力,300152
300321.SZ,同大股份,300321
300095.SZ,华伍股份,300095
300245.SZ,天玑科技,300245
300092.SZ,科新机电,300092
300100.SZ,双林股份,300100
002496.SZ,*ST辉丰,002496
300103.SZ,达刚控股,300103
300102.SZ,乾照光电,300102
002465.SZ,海格通信,002465
601018.SH,宁波港,601018
002484.SZ,江海股份,002484
300126.SZ,锐奇股份,300126
601288.SH,农业银行,601288
002468.SZ,申通快递,002468
300110.SZ,华仁药业,300110
300173.SZ,ST福能,300173
002476.SZ,宝莫股份,002476
002470.SZ,金正大,002470
300107.SZ,建新股份,300107
300305.SZ,裕兴股份,300305
601177.SH,杭齿前进,601177
601377.SH,兴业证券,601377
300106.SZ,西部牧业,300106
300113.SZ,顺网科技,300113
302132.SZ,中航成飞,302132
300112.SZ,万讯自控,300112
300133.SZ,华策影视,300133
300129.SZ,泰胜风能,300129
